1 ISIC_0071149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0012484_downsampled,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0059604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0058776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0059592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0 ISIC_0058259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0059372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0056106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1 ISIC_0056839,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0071860,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0 ISIC_0065506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0061010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0024792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0055307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0070623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0033628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0030082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0 ISIC_0068977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0067201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0055258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0055629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0058367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 ISIC_0061044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0 ISIC_0061884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0 ISIC_0059333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0 ISIC_0014745_downsampled,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
